comment,sentiment,confidence
I was following this. I am getting CrashLoopBackOff error on mongodb container . Any help ?,Positive,0.598
"Great video Mam, Kindly share a video on gitlab CI/CD deployment on kubernetes using helm chart;Thank You",Positive,0.932
content is very good and easy to understand! but a pop guard is better to be used.,Positive,0.806
"in case anyone else uses an AMD cpu like I am, mongodb requires avx and will only fail to start the pod; you will see this in the log once it enters an errored state.",Negative,0.398
Amazing!! Kubernetes can not be explained better than this. Loved it.,Positive,0.956
"Thanks for the course. Everything is perfectly laid out and delivered. One hour in and I'm looking forward to get further!
As a tech instructor myself, I find this very inspirational.
May I ask you which tool you used to create your animated ""slides""?
Keep up the great work and again, thanks for sharing!",Positive,0.9
Can Podman be used in Production ?,Positive,0.496
"The problem with this big long video is that I can like it only once! 😁
It's extremely well organised, crystal clear... and free! Thank you so much for your amazing work.",Positive,0.923
"At 27:29 you said ""Command line tool like Kubelet..."" and I think you meant ""like Kubectl"".",Neutral,0.579
Best tutorials on the internet.  Just terrific detail and explanations!!!,Positive,0.748
Thanks  so much! My idol on YouTube,Positive,0.906
Thanks for sharing this content! I just finished and did all the examples! amazing teaching skills! the best devops content I've seeing.,Positive,0.937
"3:24:29
I wanna ask a question.
Is Node 1 on the left side the same one as Node 1 right side? You have said that pods which have ip 10.2.1.X are in the same node, right?",Neutral,0.665
East or west.......Nana is the best!,Positive,0.59
Genius teaching skills. Very informative. You deserve everything you want in life Nana! 😊🙏,Positive,0.817
Your video is amazing,Positive,0.987
wowww... so smooth and amazing session it is...Also we can change active namespace using kubectl command also...kubectl config set-context --current --namespace=<>..just thought of sharing it.,Positive,0.811
Sound volume is to varied,Positive,0.504
Wonderful Tutorial Videos.,Positive,0.924
Hi,Neutral,0.588
"I'm halfway into the video and HELL YEAH! This is AWESOME, Thank you so much Nana for your efforts, It's unbelievably amazing <3",Positive,0.957
you are awesome NANA ! :D,Positive,0.926
"This may be a stupid question, but why do you base64 the username and password, when you can always just base64 decode it to get the values anyway? If not one can get access to the secret, why worry about it?",Positive,0.359
"Really great stuff! It's nice to have something so in-depth beyond all the ""beginners""/""in 10 minutes"" videos if you really want to start working with K8s.

One thing I would want to mention is at 13:20, you mention that secrets are base64 encoded after saying that config map is plain-text. I'm concerned people may see that and think that base64 encoded secrets are more secure than plain-text secrets and start using it in their software thinking it's secure. May be good to clear this up?",Positive,0.745
I JUST FELL IN LOVE WITH KUBERNETES,Positive,0.953
"Hi Nana, Your videos are awesome. Thanks for your efforts and  detailed introduction to Kubernetes",Positive,0.943
"@1:48:58
That seems to have changed since then. There is a namespace kind now.
great work anyways",Positive,0.793
"thanks a lot . i finally learn about kubernatis. 
want to learn more about spark and aws",Positive,0.856
Thanks for this course. Very helpful video.,Positive,0.948
Very thanks  nana garuu,Positive,0.985
"I can imagine the effort needed to create all this, thanks a lot Nana! 👏👌",Positive,0.826
I wanna marry a girl who looks like her 😍,Positive,0.629
"really great video it desrves million of views 
thanks",Positive,0.979
"""squibbs""",Neutral,0.448
Realy like it!,Positive,0.601
Wow!! Every topic explained is so precise and accurate 👌,Positive,0.708
Hi.... Mongo express deployment getting callfall back.. could you please help ???,Positive,0.588
Absolutely amazing content. Thank you so much to make this information available for free. It really helped me a lot to prepare for the interviews,Positive,0.966
"Hi Nana,

   Such an excellent tutorial on k8s. As a newbie in kubernetes, I remember that you said in the beginning of the video we never deal with pod directly, and instead using Deployment to configure the pods. However, towards 2nd half of the video on the topics of Ingress and Helm, you showed on multiple occasions YAML files with kind:Pod. Did I miss something in the video ?",Neutral,0.578
"best video about kubernetes, thank you!",Positive,0.991
Very well explained,Positive,0.674
<3,Neutral,0.448
"During my 1st parental leave, my son always fell asleep when I watched your videos. And me? I came back from parental leave with more knowledge than ever before! Mini-Dev II is coming into the world at the turn of the year and I'm so glad to have the chance to see all your new stuff again
Nice Regards from Nina to Nana :)",Positive,0.759
"The modern life of today has unfortunatelly tamed all of us in becoming fragile, docile males that cannot get it up, anyone can easily forget about struggling with this, if you minimize several things, and maybe have a supplement or two, just like Mario Volpstein recommends in his homepagw.",Positive,0.451
"Why I can't apply my yaml? 
error: error validating ""dashboard-ingress.yaml"": error validating data: [ValidationError(Ingress.spec.rules[0].http.paths[0].backend): unknown field ""serviceName"" in io.k8s.api.networking.v1.IngressBackend, ValidationError(Ingress.spec.rules[0].http.paths[0].backend): unknown field ""servicePort"" in io.k8s.api.networking.v1.IngressBackend, ValidationError(Ingress.spec.rules[0].http.paths[0]): missing required field ""pathType"" in io.k8s.api.networking.v1.HTTPIngressPath]; if you choose to ignore these errors, turn validation off with --validate=false
nothing can help me( even adding --validate=false
The Ingress ""dashboard-ingress"" is invalid: spec.rules[0].http.paths[0].pathType: Required value: pathType must be specified
I just copied your yaml from gitlab, but with my host:
apiVersion: networking.k8s.io/v1
kind: Ingress
metadata:
  name: dashboard-ingress
  namespace: kubernetes-dashboard
spec:
  rules:
  - host: acme.sup
    http:
      paths:
      - backend:
          serviceName: kubernetes-dashboard
          servicePort: 80",Neutral,0.489
"Thanks for this, you are a gifted teacher",Positive,0.865
Thank you so much! This course made it so simple to start my k8s learning!! ❤️,Positive,0.933
"hello good morning i would like to know how to save and exit from the ""edit"".",Neutral,0.443
"3:08:08 why data for the 4th pod is in /tmp folder, but for others in /data?",Neutral,0.654
Congrats! This is just amazing!,Positive,0.949
Awesome  tutorials. Thanks to making the video understandable,Positive,0.931
Such a interactive session and easy to understand 🙏🏻,Positive,0.558
If I say your name 8 times in front of a mirror will Batman appear?,Neutral,0.676
"Thanks and I really enjoy this course and no boring ,",Positive,0.73
Hi Nana! Are these videos on YouTube the same as the ones on your paid devops boot camp? Are there any differences?,Neutral,0.436
This is the best video ever,Positive,0.82
Thanks for making such an awesome course available for free. Any way to download the slides used?,Positive,0.912
"Thanks for this, miss teacher. I can only wish tons of money and fortune on your career. Because good stuff has to be thanked. One love!",Positive,0.928
"I have to say, not only is the content of this course very detailed yet specific, but your delivery style and pace is more than amazing. I have been unable to sit through 3 hours course video. I have got through this with ease....albeit over 3 days. I want to say a massive thank you for your amazing work here. I hope you continue and I will definitely be checking out your other videos.",Positive,0.95
